Industry,Process,Input,Output,Location,Year,Value
Producer,Btm,Biomass,BMeOH,Chanaral,2030,0.0
Producer,Btm,Biomass,BMeOH,Chanaral,2035,0.0
Producer,Btm,Biomass,BMeOH,Chanaral,2040,0.0
Producer,Btm,Biomass,BMeOH,Chanaral,2045,0.0
Producer,Btm,Biomass,BMeOH,Chanaral,2050,0.0
Producer,Btm,Biomass,BMeOH,Teruel,2030,0.0
Producer,Btm,Biomass,BMeOH,Teruel,2035,0.0
Producer,Btm,Biomass,BMeOH,Teruel,2040,0.0
Producer,Btm,Biomass,BMeOH,Teruel,2045,0.0
Producer,Btm,Biomass,BMeOH,Teruel,2050,0.0
Producer,Onwind,na,Electricity,Chanaral,2030,0.0
Producer,Onwind,na,Electricity,Chanaral,2035,0.0
Producer,Onwind,na,Electricity,Chanaral,2040,0.0
Producer,Onwind,na,Electricity,Chanaral,2045,0.0
Producer,Onwind,na,Electricity,Chanaral,2050,0.0
Producer,Onwind,na,Electricity,Teruel,2030,0.0
Producer,Onwind,na,Electricity,Teruel,2035,0.0
Producer,Onwind,na,Electricity,Teruel,2040,0.0
Producer,Onwind,na,Electricity,Teruel,2045,0.0
Producer,Onwind,na,Electricity,Teruel,2050,0.0
Producer,El,Electricity,H2,Chanaral,2030,0.44627089372427403
Producer,El,Electricity,H2,Chanaral,2035,2.8493836457206765
Producer,El,Electricity,H2,Chanaral,2040,2.8493836457206765
Producer,El,Electricity,H2,Chanaral,2045,2.8493836457206765
Producer,El,Electricity,H2,Chanaral,2050,2.8493836457206765
Producer,El,Electricity,H2,Teruel,2030,5.569303435799166
Producer,El,Electricity,H2,Teruel,2035,11.13860687159833
Producer,El,Electricity,H2,Teruel,2040,22.27721374319666
Producer,El,Electricity,H2,Teruel,2045,40.29616251495279
Producer,El,Electricity,H2,Teruel,2050,42.52094607982582
Producer,Pv,na,Electricity,Chanaral,2030,29.568181523702634
Producer,Pv,na,Electricity,Chanaral,2035,29.84354449991656
Producer,Pv,na,Electricity,Chanaral,2040,29.84354449991656
Producer,Pv,na,Electricity,Chanaral,2045,29.84354449991656
Producer,Pv,na,Electricity,Chanaral,2050,29.84354449991656
Producer,Pv,na,Electricity,Teruel,2030,57.97682651706398
Producer,Pv,na,Electricity,Teruel,2035,115.95365303412794
Producer,Pv,na,Electricity,Teruel,2040,115.95365303412794
Producer,Pv,na,Electricity,Teruel,2045,115.95365303412794
Producer,Pv,na,Electricity,Teruel,2050,115.95365303412794
LC Producer,Hb,Electricity,NH3,Fiska,2030,0.0
LC Producer,Hb,Electricity,NH3,Fiska,2035,0.0
LC Producer,Hb,Electricity,NH3,Fiska,2040,0.0
LC Producer,Hb,Electricity,NH3,Fiska,2045,0.0
LC Producer,Hb,Electricity,NH3,Fiska,2050,0.0
LC Producer,Hb,Electricity,LCNH3,Fiska,2030,0.0
LC Producer,Hb,Electricity,LCNH3,Fiska,2035,0.0
LC Producer,Hb,Electricity,LCNH3,Fiska,2040,0.0
LC Producer,Hb,Electricity,LCNH3,Fiska,2045,0.0
LC Producer,Hb,Electricity,LCNH3,Fiska,2050,0.0
LC Producer,Hb,Electricity,HCNH3,Fiska,2030,0.0
LC Producer,Hb,Electricity,HCNH3,Fiska,2035,0.0
LC Producer,Hb,Electricity,HCNH3,Fiska,2040,0.0
LC Producer,Hb,Electricity,HCNH3,Fiska,2045,0.0
LC Producer,Hb,Electricity,HCNH3,Fiska,2050,0.0
LC Producer,Hb,LCH2,LCNH3,Fiska,2030,0.0
LC Producer,Hb,LCH2,LCNH3,Fiska,2035,0.0
LC Producer,Hb,LCH2,LCNH3,Fiska,2040,0.0
LC Producer,Hb,LCH2,LCNH3,Fiska,2045,0.0
LC Producer,Hb,LCH2,LCNH3,Fiska,2050,0.0
LC Producer,Hb,H2,NH3,Fiska,2030,0.0
LC Producer,Hb,H2,NH3,Fiska,2035,0.0
LC Producer,Hb,H2,NH3,Fiska,2040,0.0
LC Producer,Hb,H2,NH3,Fiska,2045,0.0
LC Producer,Hb,H2,NH3,Fiska,2050,0.0
LC Producer,Hb,HCH2,HCNH3,Fiska,2030,0.0
LC Producer,Hb,HCH2,HCNH3,Fiska,2035,0.0
LC Producer,Hb,HCH2,HCNH3,Fiska,2040,0.0
LC Producer,Hb,HCH2,HCNH3,Fiska,2045,0.0
LC Producer,Hb,HCH2,HCNH3,Fiska,2050,0.0
LC Producer,Hb,N,NH3,Fiska,2030,0.0
LC Producer,Hb,N,NH3,Fiska,2035,0.0
LC Producer,Hb,N,NH3,Fiska,2040,0.0
LC Producer,Hb,N,NH3,Fiska,2045,0.0
LC Producer,Hb,N,NH3,Fiska,2050,0.0
LC Producer,Hb,N,LCNH3,Fiska,2030,0.0
LC Producer,Hb,N,LCNH3,Fiska,2035,0.0
LC Producer,Hb,N,LCNH3,Fiska,2040,0.0
LC Producer,Hb,N,LCNH3,Fiska,2045,0.0
LC Producer,Hb,N,LCNH3,Fiska,2050,0.0
LC Producer,Hb,N,HCNH3,Fiska,2030,0.0
LC Producer,Hb,N,HCNH3,Fiska,2035,0.0
LC Producer,Hb,N,HCNH3,Fiska,2040,0.0
LC Producer,Hb,N,HCNH3,Fiska,2045,0.0
LC Producer,Hb,N,HCNH3,Fiska,2050,0.0
LC Producer,Asu,Electricity,N,Fiska,2030,0.0
LC Producer,Asu,Electricity,N,Fiska,2035,0.0
LC Producer,Asu,Electricity,N,Fiska,2040,0.0
LC Producer,Asu,Electricity,N,Fiska,2045,0.0
LC Producer,Asu,Electricity,N,Fiska,2050,0.0
LC Producer,SmrCCTS,Gas,LCH2,Fiska,2030,0.0
LC Producer,SmrCCTS,Gas,LCH2,Fiska,2035,0.0
LC Producer,SmrCCTS,Gas,LCH2,Fiska,2040,0.0
LC Producer,SmrCCTS,Gas,LCH2,Fiska,2045,0.0
LC Producer,SmrCCTS,Gas,LCH2,Fiska,2050,0.0
LC Producer,MeOHSyn,Electricity,MeOH,Fiska,2030,0.0
LC Producer,MeOHSyn,Electricity,MeOH,Fiska,2035,0.0
LC Producer,MeOHSyn,Electricity,MeOH,Fiska,2040,0.0
LC Producer,MeOHSyn,Electricity,MeOH,Fiska,2045,0.0
LC Producer,MeOHSyn,Electricity,MeOH,Fiska,2050,0.0
LC Producer,MeOHSyn,Electricity,LCMeOH,Fiska,2030,0.0
LC Producer,MeOHSyn,Electricity,LCMeOH,Fiska,2035,0.0
LC Producer,MeOHSyn,Electricity,LCMeOH,Fiska,2040,0.0
LC Producer,MeOHSyn,Electricity,LCMeOH,Fiska,2045,0.0
LC Producer,MeOHSyn,Electricity,LCMeOH,Fiska,2050,0.0
LC Producer,MeOHSyn,LCH2,LCMeOH,Fiska,2030,0.0
LC Producer,MeOHSyn,LCH2,LCMeOH,Fiska,2035,0.0
LC Producer,MeOHSyn,LCH2,LCMeOH,Fiska,2040,0.0
LC Producer,MeOHSyn,LCH2,LCMeOH,Fiska,2045,0.0
LC Producer,MeOHSyn,LCH2,LCMeOH,Fiska,2050,0.0
LC Producer,MeOHSyn,H2,MeOH,Fiska,2030,0.0
LC Producer,MeOHSyn,H2,MeOH,Fiska,2035,0.0
LC Producer,MeOHSyn,H2,MeOH,Fiska,2040,0.0
LC Producer,MeOHSyn,H2,MeOH,Fiska,2045,0.0
LC Producer,MeOHSyn,H2,MeOH,Fiska,2050,0.0
LC Producer,MeOHSyn,CO2,MeOH,Fiska,2030,0.0
LC Producer,MeOHSyn,CO2,MeOH,Fiska,2035,0.0
LC Producer,MeOHSyn,CO2,MeOH,Fiska,2040,0.0
LC Producer,MeOHSyn,CO2,MeOH,Fiska,2045,0.0
LC Producer,MeOHSyn,CO2,MeOH,Fiska,2050,0.0
LC Producer,MeOHSyn,CO2,LCMeOH,Fiska,2030,0.0
LC Producer,MeOHSyn,CO2,LCMeOH,Fiska,2035,0.0
LC Producer,MeOHSyn,CO2,LCMeOH,Fiska,2040,0.0
LC Producer,MeOHSyn,CO2,LCMeOH,Fiska,2045,0.0
LC Producer,MeOHSyn,CO2,LCMeOH,Fiska,2050,0.0
LC Producer,Dac,Electricity,CO2,Fiska,2030,0.0
LC Producer,Dac,Electricity,CO2,Fiska,2035,0.0
LC Producer,Dac,Electricity,CO2,Fiska,2040,0.0
LC Producer,Dac,Electricity,CO2,Fiska,2045,0.0
LC Producer,Dac,Electricity,CO2,Fiska,2050,0.0
LC Producer,Btm,Electricity,BMeOH,Fiska,2030,0.0
LC Producer,Btm,Electricity,BMeOH,Fiska,2035,0.0
LC Producer,Btm,Electricity,BMeOH,Fiska,2040,0.0
LC Producer,Btm,Electricity,BMeOH,Fiska,2045,0.0
LC Producer,Btm,Electricity,BMeOH,Fiska,2050,0.0
LC Producer,Btm,Biomass,BMeOH,Fiska,2030,0.0
LC Producer,Btm,Biomass,BMeOH,Fiska,2035,0.0
LC Producer,Btm,Biomass,BMeOH,Fiska,2040,0.0
LC Producer,Btm,Biomass,BMeOH,Fiska,2045,0.0
LC Producer,Btm,Biomass,BMeOH,Fiska,2050,0.0
LC Producer,Onwind,na,Electricity,Fiska,2030,0.0
LC Producer,Onwind,na,Electricity,Fiska,2035,0.0
LC Producer,Onwind,na,Electricity,Fiska,2040,0.0
LC Producer,Onwind,na,Electricity,Fiska,2045,0.0
LC Producer,Onwind,na,Electricity,Fiska,2050,0.0
LC Producer,Pv,na,Electricity,Fiska,2030,0.0
LC Producer,Pv,na,Electricity,Fiska,2035,0.0
LC Producer,Pv,na,Electricity,Fiska,2040,0.0
LC Producer,Pv,na,Electricity,Fiska,2045,0.0
LC Producer,Pv,na,Electricity,Fiska,2050,0.0
Port,AmCr,Electricity,H2,Hamburg,2030,11.397260273972602
Port,AmCr,Electricity,H2,Hamburg,2035,21.99095021840247
Port,AmCr,Electricity,H2,Hamburg,2040,18.42606494290496
Port,AmCr,Electricity,H2,Hamburg,2045,0.09092540664256683
Port,AmCr,Electricity,H2,Hamburg,2050,0.0
Port,AmCr,Electricity,H2,Antofagasta,2030,0.0
Port,AmCr,Electricity,H2,Antofagasta,2035,0.0
Port,AmCr,Electricity,H2,Antofagasta,2040,0.0
Port,AmCr,Electricity,H2,Antofagasta,2045,0.0
Port,AmCr,Electricity,H2,Antofagasta,2050,0.0
Port,AmCr,NH3,H2,Hamburg,2030,16.64
Port,AmCr,NH3,H2,Hamburg,2035,32.10678731886761
Port,AmCr,NH3,H2,Hamburg,2040,26.902054816641247
Port,AmCr,NH3,H2,Hamburg,2045,0.13275109369814758
Port,AmCr,NH3,H2,Hamburg,2050,0.0
Port,AmCr,NH3,H2,Antofagasta,2030,0.0
Port,AmCr,NH3,H2,Antofagasta,2035,0.0
Port,AmCr,NH3,H2,Antofagasta,2040,0.0
Port,AmCr,NH3,H2,Antofagasta,2045,0.0
Port,AmCr,NH3,H2,Antofagasta,2050,0.0
Port,H2Liq,Electricity,LH2,Hamburg,2030,0.0
Port,H2Liq,Electricity,LH2,Hamburg,2035,0.0
Port,H2Liq,Electricity,LH2,Hamburg,2040,0.0
Port,H2Liq,Electricity,LH2,Hamburg,2045,0.0
Port,H2Liq,Electricity,LH2,Hamburg,2050,0.0
Port,H2Liq,Electricity,LH2,Antofagasta,2030,0.0
Port,H2Liq,Electricity,LH2,Antofagasta,2035,0.0
Port,H2Liq,Electricity,LH2,Antofagasta,2040,0.0
Port,H2Liq,Electricity,LH2,Antofagasta,2045,0.0
Port,H2Liq,Electricity,LH2,Antofagasta,2050,0.0
Port,H2Liq,H2,LH2,Hamburg,2030,0.0
Port,H2Liq,H2,LH2,Hamburg,2035,0.0
Port,H2Liq,H2,LH2,Hamburg,2040,0.0
Port,H2Liq,H2,LH2,Hamburg,2045,0.0
Port,H2Liq,H2,LH2,Hamburg,2050,0.0
Port,H2Liq,H2,LH2,Antofagasta,2030,0.0
Port,H2Liq,H2,LH2,Antofagasta,2035,0.0
Port,H2Liq,H2,LH2,Antofagasta,2040,0.0
Port,H2Liq,H2,LH2,Antofagasta,2045,0.0
Port,H2Liq,H2,LH2,Antofagasta,2050,0.0
Port,H2Eva,Electricity,H2,Hamburg,2030,0.0
Port,H2Eva,Electricity,H2,Hamburg,2035,0.0
Port,H2Eva,Electricity,H2,Hamburg,2040,0.0
Port,H2Eva,Electricity,H2,Hamburg,2045,0.0
Port,H2Eva,Electricity,H2,Hamburg,2050,0.0
Port,H2Eva,Electricity,H2,Antofagasta,2030,0.0
Port,H2Eva,Electricity,H2,Antofagasta,2035,0.0
Port,H2Eva,Electricity,H2,Antofagasta,2040,0.0
Port,H2Eva,Electricity,H2,Antofagasta,2045,0.0
Port,H2Eva,Electricity,H2,Antofagasta,2050,0.0
Port,H2Eva,LH2,H2,Hamburg,2030,0.0
Port,H2Eva,LH2,H2,Hamburg,2035,0.0
Port,H2Eva,LH2,H2,Hamburg,2040,0.0
Port,H2Eva,LH2,H2,Hamburg,2045,0.0
Port,H2Eva,LH2,H2,Hamburg,2050,0.0
Port,H2Eva,LH2,H2,Antofagasta,2030,0.0
Port,H2Eva,LH2,H2,Antofagasta,2035,0.0
Port,H2Eva,LH2,H2,Antofagasta,2040,0.0
Port,H2Eva,LH2,H2,Antofagasta,2045,0.0
Port,H2Eva,LH2,H2,Antofagasta,2050,0.0
